customer_id,tenure_months,contract_type,monthly_charges,support_tickets_30d,latest_support_log,text_negative_score,text_neutral_score,text_positive_score,churn,nlp_frustration_score,nlp_disappointment_score,nlp_neutral_score,nlp_primary_aspect,nlp_urgency_score
1312,8,One year,148.93,1,The new feature release works beautifully. Kudos to the engineering team for the speed boost!,0.0229,0.1421,0.835,0,0.0,0.0,1.0,Positive Engagement,0.4686
1313,5,Month-to-month,57.79,0,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0423,0.1943,0.7635,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2128
1314,4,Month-to-month,143.12,3,This platform is too complicated and slow. I want to cancel my auto-renewal immediately.,0.7945,0.1136,0.0919,1,0.0834,0.1529,0.7637,SLA/Technical Product bugs,0.7159
1315,6,Month-to-month,107.95,1,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0057,0.0757,0.9186,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.302
1316,32,Month-to-month,102.92,1,Looking for the official documentation regarding your authentication and security protocols.,0.0198,0.8159,0.1643,1,0.0,0.0,1.0,Account Query/Documentation help,0.2866
1317,30,Month-to-month,91.51,0,Just checking if you support integration with external third-party webhooks yet.,0.0382,0.8055,0.1562,0,0.0,0.0,1.0,Account Query/Documentation help,0.255
1318,35,Month-to-month,57.67,2,The UI update completely broke my active workflows. I am looking at alternative options.,0.8191,0.0964,0.0845,1,0.114,0.209,0.677,SLA/Technical Product bugs,0.2291
1319,16,One year,51.17,2,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.0204,0.7952,0.1844,0,0.0,0.0,1.0,Account Query/Documentation help,0.2272
1320,13,Month-to-month,56.45,2,The UI update completely broke my active workflows. I am looking at alternative options.,0.8828,0.0588,0.0585,1,0.114,0.209,0.677,SLA/Technical Product bugs,0.2375
1321,30,Month-to-month,52.36,0,How can I download my annual tax invoice? I can't find the button on the settings page.,0.0195,0.8216,0.159,0,0.0,0.0,1.0,Financial/Billing issues,0.2704
1322,19,Month-to-month,123.54,1,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0077,0.2139,0.7784,0,0.0,0.0,1.0,Positive Engagement,0.2886
1323,17,Month-to-month,72.01,1,Looking for the official documentation regarding your authentication and security protocols.,0.0826,0.7652,0.1522,0,0.0,0.0,1.0,Account Query/Documentation help,0.2826
1324,19,Month-to-month,36.93,1,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0053,0.2126,0.7821,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2408
1325,28,Month-to-month,146.28,1,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0159,0.1021,0.882,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.315
1326,26,Month-to-month,136.04,2,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.8489,0.1444,0.0068,1,0.3531,0.1358,0.5111,Financial/Billing issues,0.6912
1327,26,Month-to-month,141.32,0,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0398,0.0606,0.8996,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.271
1328,23,Month-to-month,149.38,1,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0177,0.19,0.7923,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2773
1329,9,Two year,50.86,2,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0448,0.1292,0.826,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2562
1330,12,Month-to-month,77.54,3,The UI update completely broke my active workflows. I am looking at alternative options.,0.8745,0.1034,0.0221,1,0.114,0.209,0.677,SLA/Technical Product bugs,0.2373
1331,1,One year,120.98,1,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.9393,0.0391,0.0217,0,0.3531,0.1358,0.5111,Financial/Billing issues,0.6492
1332,1,Month-to-month,113.51,0,Your service has constant downtime. My team can't access our dashboard during market hours.,0.8915,0.0562,0.0523,1,0.0,0.0,1.0,SLA/Technical Product bugs,0.2934
1333,34,One year,48.46,1,Looking for the official documentation regarding your authentication and security protocols.,0.1398,0.7286,0.1316,0,0.0,0.0,1.0,Account Query/Documentation help,0.2116
1334,32,One year,127.89,1,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0055,0.1364,0.8581,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2228
1335,25,Month-to-month,56.92,1,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0401,0.0771,0.8829,0,0.0,0.0,1.0,Positive Engagement,0.2151
1336,1,Month-to-month,56.85,1,Your service has constant downtime. My team can't access our dashboard during market hours.,0.8772,0.0348,0.0879,1,0.0,0.0,1.0,SLA/Technical Product bugs,0.2145
1337,16,Month-to-month,94.43,2,Your service has constant downtime. My team can't access our dashboard during market hours.,0.8593,0.0936,0.0472,1,0.0,0.0,1.0,SLA/Technical Product bugs,0.3041
1338,5,Month-to-month,101.14,3,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.7647,0.1791,0.0563,0,0.3531,0.1358,0.5111,Financial/Billing issues,0.6874
1339,22,Two year,99.6,2,Just checking if you support integration with external third-party webhooks yet.,0.0655,0.8379,0.0965,0,0.0,0.0,1.0,Account Query/Documentation help,0.2622
1340,29,One year,40.97,0,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.1345,0.7075,0.158,0,0.0,0.0,1.0,Account Query/Documentation help,0.2208
1341,3,Two year,135.29,1,This platform is too complicated and slow. I want to cancel my auto-renewal immediately.,0.8077,0.1755,0.0168,0,0.0834,0.1529,0.7637,SLA/Technical Product bugs,0.6641
1342,12,Month-to-month,61.86,2,Your service has constant downtime. My team can't access our dashboard during market hours.,0.7804,0.2003,0.0193,1,0.0,0.0,1.0,SLA/Technical Product bugs,0.2621
1343,26,One year,45.53,1,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0303,0.1481,0.8215,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2291
1344,16,Two year,136.64,1,How can I download my annual tax invoice? I can't find the button on the settings page.,0.1099,0.7513,0.1388,0,0.0,0.0,1.0,Financial/Billing issues,0.2577
1345,22,Month-to-month,144.67,0,How can I download my annual tax invoice? I can't find the button on the settings page.,0.105,0.8189,0.0762,0,0.0,0.0,1.0,Financial/Billing issues,0.2538
1346,29,Month-to-month,133.45,0,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0513,0.12,0.8287,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2777
1347,14,One year,127.13,4,The new feature release works beautifully. Kudos to the engineering team for the speed boost!,0.0265,0.076,0.8975,0,0.0,0.0,1.0,Positive Engagement,0.5299
1348,28,Month-to-month,108.62,1,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0312,0.2043,0.7644,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.215
1349,5,One year,96.09,1,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0267,0.1175,0.8558,0,0.0,0.0,1.0,Positive Engagement,0.2512
1350,30,Month-to-month,40.43,2,This platform is too complicated and slow. I want to cancel my auto-renewal immediately.,0.8152,0.1128,0.0721,1,0.0834,0.1529,0.7637,SLA/Technical Product bugs,0.6788
1351,5,One year,79.0,2,Just checking if you support integration with external third-party webhooks yet.,0.0634,0.7811,0.1555,0,0.0,0.0,1.0,Account Query/Documentation help,0.2653
1352,12,Month-to-month,74.71,1,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0053,0.0828,0.9118,1,0.0,0.0,1.0,SLA/Technical Product bugs,0.3042
1353,16,Month-to-month,61.16,0,Looking for the official documentation regarding your authentication and security protocols.,0.0244,0.792,0.1835,1,0.0,0.0,1.0,Account Query/Documentation help,0.2825
1354,26,Month-to-month,116.8,0,Looking for the official documentation regarding your authentication and security protocols.,0.1079,0.7436,0.1486,0,0.0,0.0,1.0,Account Query/Documentation help,0.2279
1355,26,One year,89.5,1,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0411,0.206,0.7529,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2178
1356,21,One year,39.72,1,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0243,0.0896,0.8861,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2807
1357,33,Month-to-month,56.41,1,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.113,0.7334,0.1536,0,0.0,0.0,1.0,Account Query/Documentation help,0.2129
1358,30,Month-to-month,111.98,3,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.914,0.0639,0.0221,1,0.3531,0.1358,0.5111,Financial/Billing issues,0.6744
1359,23,Two year,39.13,2,The new feature release works beautifully. Kudos to the engineering team for the speed boost!,0.0079,0.1783,0.8138,1,0.0,0.0,1.0,Positive Engagement,0.5634
1360,10,Month-to-month,132.13,0,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.0624,0.8441,0.0935,0,0.0,0.0,1.0,Account Query/Documentation help,0.2733
1361,5,One year,89.41,0,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.0965,0.8132,0.0902,0,0.0,0.0,1.0,Account Query/Documentation help,0.2527
1362,34,Month-to-month,87.66,2,This platform is too complicated and slow. I want to cancel my auto-renewal immediately.,0.809,0.1639,0.0272,1,0.0834,0.1529,0.7637,SLA/Technical Product bugs,0.6808
1363,31,Month-to-month,101.08,2,Your service has constant downtime. My team can't access our dashboard during market hours.,0.8398,0.0969,0.0632,1,0.0,0.0,1.0,SLA/Technical Product bugs,0.2604
1364,10,Month-to-month,128.95,1,Looking for the official documentation regarding your authentication and security protocols.,0.0816,0.8376,0.0807,0,0.0,0.0,1.0,Account Query/Documentation help,0.27
1365,19,Month-to-month,71.73,3,Your service has constant downtime. My team can't access our dashboard during market hours.,0.8894,0.0611,0.0495,1,0.0,0.0,1.0,SLA/Technical Product bugs,0.3136
1366,32,One year,111.35,0,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0356,0.1897,0.7747,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2525
1367,1,Month-to-month,97.88,0,This platform is too complicated and slow. I want to cancel my auto-renewal immediately.,0.7362,0.1963,0.0675,0,0.0834,0.1529,0.7637,SLA/Technical Product bugs,0.7157
1368,5,Month-to-month,62.03,0,Support resolved my account login issue within five minutes. Fantastic service as usual.,0.0379,0.2033,0.7589,1,0.0,0.0,1.0,Positive Engagement,0.3096
1369,4,Two year,135.43,0,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0142,0.2091,0.7767,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2315
1370,16,Month-to-month,125.68,1,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0339,0.1848,0.7813,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2176
1371,24,Month-to-month,109.0,0,The new feature release works beautifully. Kudos to the engineering team for the speed boost!,0.0431,0.0599,0.897,0,0.0,0.0,1.0,Positive Engagement,0.4711
1372,16,Two year,132.06,2,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.0841,0.8484,0.0674,0,0.0,0.0,1.0,Account Query/Documentation help,0.212
1373,2,One year,134.07,0,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.9078,0.018,0.0742,0,0.1446,0.2652,0.5902,Financial/Billing issues,0.6204
1374,28,Month-to-month,114.99,1,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.0931,0.8034,0.1035,0,0.0,0.0,1.0,Account Query/Documentation help,0.2851
1375,32,Two year,130.43,0,Just checking if you support integration with external third-party webhooks yet.,0.0962,0.8384,0.0653,0,0.0,0.0,1.0,Account Query/Documentation help,0.2178
1376,27,One year,113.69,1,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.144,0.7817,0.0744,0,0.0,0.0,1.0,Account Query/Documentation help,0.2451
1377,20,Month-to-month,111.61,1,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0401,0.1857,0.7742,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.3029
1378,24,Month-to-month,104.22,2,Your service has constant downtime. My team can't access our dashboard during market hours.,0.8657,0.0584,0.0759,1,0.0,0.0,1.0,SLA/Technical Product bugs,0.2126
1379,12,One year,120.32,4,Looking for the official documentation regarding your authentication and security protocols.,0.104,0.8408,0.0552,0,0.0,0.0,1.0,Account Query/Documentation help,0.2996
1380,35,One year,49.02,1,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0493,0.0889,0.8618,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.241
1381,33,Month-to-month,135.69,2,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.789,0.156,0.055,1,0.1446,0.2652,0.5902,Financial/Billing issues,0.623
1382,33,Two year,134.61,1,Could someone explain the main feature differences between the Professional and Enterprise tiers?,0.0531,0.8936,0.0533,0,0.0,0.0,1.0,Account Query/Documentation help,0.2866
1383,12,One year,33.5,1,Looking for the official documentation regarding your authentication and security protocols.,0.1356,0.7448,0.1197,0,0.0,0.0,1.0,Account Query/Documentation help,0.2792
1384,3,Month-to-month,129.09,2,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.7742,0.131,0.0948,1,0.1446,0.2652,0.5902,Financial/Billing issues,0.7065
1385,1,Month-to-month,45.45,0,Billing is broken. Charged twice this month and nobody in support is answering my chats.,0.9448,0.034,0.0212,0,0.1446,0.2652,0.5902,Financial/Billing issues,0.6909
1386,33,Month-to-month,70.2,0,Looking for the official documentation regarding your authentication and security protocols.,0.0255,0.7639,0.2106,0,0.0,0.0,1.0,Account Query/Documentation help,0.2984
1387,10,One year,119.21,0,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.0151,0.1287,0.8562,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.241
1388,29,Month-to-month,49.28,0,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0168,0.1826,0.8005,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2295
1389,13,Month-to-month,128.15,2,Terrible customer service. I've asked for a refund three times on this disputed contract.,0.7885,0.1348,0.0768,1,0.3531,0.1358,0.5111,Financial/Billing issues,0.6926
1390,12,One year,129.85,0,Looking for the official documentation regarding your authentication and security protocols.,0.1081,0.7421,0.1497,0,0.0,0.0,1.0,Account Query/Documentation help,0.2988
1391,31,Two year,90.89,2,Looking for the official documentation regarding your authentication and security protocols.,0.1438,0.7794,0.0767,0,0.0,0.0,1.0,Account Query/Documentation help,0.319
1392,2,Month-to-month,30.76,2,This platform is too complicated and slow. I want to cancel my auto-renewal immediately.,0.8262,0.1201,0.0536,1,0.0834,0.1529,0.7637,SLA/Technical Product bugs,0.6554
1393,35,One year,64.43,1,Extremely happy with the platform's performance this quarter. Keep up the good work.,0.0309,0.1678,0.8012,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2509
1394,23,Month-to-month,104.02,0,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.0806,0.8307,0.0887,0,0.0,0.0,1.0,Account Query/Documentation help,0.2954
1395,17,One year,147.73,3,How can I download my annual tax invoice? I can't find the button on the settings page.,0.1463,0.7836,0.0701,0,0.0,0.0,1.0,Financial/Billing issues,0.2475
1396,26,Month-to-month,105.81,1,"Thanks for fixing that minor dashboard bug so quickly, everything runs great now.",0.044,0.1678,0.7882,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.3124
1397,8,Month-to-month,61.17,1,Looking for the official documentation regarding your authentication and security protocols.,0.0162,0.9107,0.0731,0,0.0,0.0,1.0,Account Query/Documentation help,0.3044
1398,29,One year,106.07,2,How can I download my annual tax invoice? I can't find the button on the settings page.,0.1273,0.7067,0.166,0,0.0,0.0,1.0,Financial/Billing issues,0.2572
1399,26,Month-to-month,94.79,0,"Smooth onboarding experience, everything is highly intuitive and well-documented.",0.0533,0.1142,0.8325,0,0.0,0.0,1.0,SLA/Technical Product bugs,0.2926
1400,10,Month-to-month,123.57,1,"Is it possible to upgrade my tier package mid-month, and how will the pricing be prorated?",0.1304,0.805,0.0646,0,0.0,0.0,1.0,Account Query/Documentation help,0.293
